X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,y
0.784518378,0.65712846,0.167396806,0.359305866,0.614296736,0.712325301,0.60632994,0.717582969,0.232571628,0.524568754,0.956120595,0.395125415,0.314761983,0.738806144,0.789536694,0.171598856,0.616786491,0.827044162,0.166361511,0.479058594,0.42861614,0.205085042,0.782206783,0.890814391,0.843172223,0.18166698,0.456732521,0.39826923,0.025172677,0.846698225,0.057656585,0.077903062,0.533862774,0.07866928,0.124434002,0.188845609,0.935983613,0.455135103,0.887747322,0.138397441,0.545422081,0.009465515,0.371483317,0.546617776,0.721983473,0.503910777,0.988100169,0.138210161,0.443758383,0.776534227,0.002395553,0.538072551,0.953104555,0.021789588,0.368708308,0.207213559,0.446778162,0.989710637,0.192039334,0.412368954,0.941168924,0.573253921,0.393255854,0.893039046,0.330613502,0.024811286,0.333151066,0.161683224,0.209121282,0.076636496,0.638996016,0.654513259,0.760047868,0.121239758,0.837748767,0.14281167,0.407518585,0.158569395,0.794177241,0.503217508,0.975304531,0.153978553,0.594940064,0.347803874,0.066664021,0.251241169,0.202652941,0.490859694,0.610010944,0.623964009,0.968124105,0.212217703,0.903961663,0.813174091,0.135013802,0.354643385,0.901080283,0.525707072,0.465926125,0.570515076,18.37865769
0.076871143,0.08474938,0.724114485,0.079387135,0.144588014,0.49235857,0.047570414,0.664991515,0.805055722,0.950587923,0.129532764,0.057854792,0.079257505,0.886834014,0.735921505,0.034637169,0.163257063,0.053095858,0.067199923,0.300538429,0.990020353,0.815067869,0.412903123,0.840005297,0.937199874,0.436227678,0.501636722,0.392695522,0.134514473,0.516395827,0.004993138,0.681891176,0.897518066,0.859851448,0.393269165,0.028271449,0.939982353,0.880764311,0.496184318,0.160734883,0.909461076,0.12341199,0.929254491,0.727481928,0.269352373,0.230009628,0.128228828,0.843661873,0.715280843,0.181549145,0.680958537,0.75172259,0.364227372,0.392388531,0.48433029,0.857477107,0.432343744,0.742987201,0.827224553,0.579702852,0.443611985,0.232761354,0.929689556,0.932635175,0.997618631,0.166535391,0.544124547,0.39692533,0.044801456,0.304300206,0.569504391,0.532437622,0.010381008,0.311577177,0.215168831,0.436188185,0.4322692,0.196888097,0.856873299,0.41274661,0.006956829,0.432644295,0.164456992,0.053599597,0.386615465,0.215686069,0.371504614,0.383768069,0.344396483,0.983928883,0.216932591,0.477940752,0.923727664,0.008193589,0.170183266,0.103607799,0.916508747,0.992167506,0.093652833,0.327524972,4.383544175
0.656669545,0.444905967,0.791565221,0.392864264,0.300212875,0.255492884,0.037890482,0.512777977,0.346328819,0.841836186,0.358680635,0.097123753,0.819081894,0.425588937,0.131598018,0.62875229,0.824593586,0.270151219,0.296362227,0.706486439,0.398824842,0.915877821,0.331165548,0.111747319,0.232689015,0.875315608,0.462577717,0.98658587,0.200433655,0.032919148,0.294932164,0.894307493,0.880458439,0.902060925,0.930044041,0.590276071,0.843665165,0.801063571,0.971582528,0.08576923,0.078055076,0.464055202,0.081510669,0.1153027,0.150969066,0.364703214,0.16014298,0.055396477,0.921332319,0.879782613,0.628884931,0.474650139,0.983914327,0.387895208,0.780592045,0.181567584,0.95387254,0.862918571,0.222090011,0.636147574,0.604483908,0.298982567,0.160013188,0.013467524,0.484706254,0.001156176,0.274041486,0.075582552,0.85837707,0.123510678,0.561524403,0.857165992,0.413887538,0.213784104,0.754740655,0.310794755,0.369283498,0.158429046,0.012145547,0.48655493,0.657363028,0.512251513,0.015726819,0.076401143,0.564101929,0.816372941,0.618238998,0.140043254,0.151577356,0.779978498,0.33225525,0.502777411,0.797509229,0.215789472,0.078625514,0.135935056,0.021760606,0.671180326,0.995223577,0.859504541,14.7530514
0.272377266,0.873937437,0.934316606,0.731539148,0.685164028,0.858968381,0.333217557,0.191733926,0.267924221,0.041390719,0.17417003,0.219181005,0.478248171,0.338088328,0.985337863,0.97176547,0.002510579,0.619466136,0.64247357,0.37993343,0.902157315,0.639436213,0.201235005,0.54627531,0.072157268,0.754377275,0.063371202,0.545996144,0.384330008,0.983737097,0.365166121,0.801433521,0.725330682,0.509597954,0.611137466,0.319937021,0.183525324,0.660809528,0.587331385,0.662800922,0.507302325,0.024016217,0.313860161,0.054449018,0.153239958,0.028265749,0.739494806,0.736493641,0.122280414,0.997522338,0.036306232,0.293023568,0.813086897,0.110705356,0.122658936,0.158305516,0.738827757,0.743725019,0.820448711,0.188939894,0.521414775,0.490870796,0.166512773,0.754230501,0.849258653,0.615678032,0.034983616,0.135716661,0.693557837,0.15133229,0.073149296,0.064612013,0.885152979,0.38232358,0.787135836,0.714098316,0.082103349,0.08804618,0.536087769,0.780850799,0.575297252,0.327932959,0.920901435,0.982205257,0.405197091,0.981634238,0.798084316,0.102741253,0.365632936,0.897509745,0.850605557,0.674058071,0.540903204,0.660887449,0.592089184,0.240406861,0.187725077,0.854414428,0.642878473,0.777639217,20.05892093
0.410287481,0.025803018,0.297202644,0.700463257,0.91824535,0.041276897,0.396870801,0.796728696,0.22909106,0.325580926,0.777625568,0.517047335,0.548489049,0.356036024,0.990712175,0.135559459,0.801993072,0.341229179,0.110174916,0.592858753,0.539224329,0.694485546,0.092958015,0.891309815,0.314059997,0.210168706,0.678520713,0.330932756,0.804263961,0.566310746,0.497590564,0.555864858,0.8232069,0.697104827,0.27440043,0.681167821,0.449100531,0.143683307,0.701775898,0.11640176,0.979914837,0.196088671,0.813734014,0.070001881,0.559585128,0.246555404,0.785359185,0.564988233,0.410649846,0.622675589,0.799638213,0.942297062,0.161418936,0.652644809,0.189513116,0.08643374,0.799983512,0.175482171,0.158406026,0.911585794,0.127294026,0.393035104,0.773991729,0.538392227,0.13003967,0.771508287,0.561997616,0.467372378,0.347986875,0.819793129,0.145168639,0.697462739,0.369079054,0.349541615,0.164821391,0.390667255,0.040368641,0.218495864,0.138794224,0.991716346,0.336225998,0.323797893,0.217740986,0.792041499,0.532223942,0.960370102,0.324897763,0.840457147,0.850603085,0.20706822,0.608458114,0.861608783,0.775210505,0.449978882,0.442168561,0.91425186,0.572299964,0.629219864,0.036685798,0.340016055,12.00714777
0.883546503,0.909710097,0.801133315,0.313575182,0.112662435,0.79925438,0.372647982,0.877743803,0.530126517,0.1923545,0.206392166,0.423292596,0.572517134,0.609191457,0.619666788,0.246464064,0.31623548,0.447479192,0.146671876,0.291351551,0.159783333,0.951953374,0.330561008,0.786652498,0.787722413,0.039601755,0.858547515,0.708928122,0.631847696,0.494650414,0.679257527,0.560240992,0.421165175,0.8813396,0.519242639,0.025563829,0.553117672,0.833508357,0.930451162,0.64169457,0.503211668,0.203899093,0.966796025,0.003106014,0.865361824,0.717645122,0.874170945,0.176165434,0.586404914,0.367549641,0.061039882,0.431818635,0.821384918,0.002293122,0.685748034,0.959842167,0.932004445,0.075619321,0.787910229,0.753014252,0.398470952,0.645862245,0.725339459,0.466559847,0.217256036,0.162630932,0.478834708,0.305660621,0.051675208,0.013894657,0.118612376,0.55127532,0.421951482,0.633041303,0.931834202,0.099090009,0.501855075,0.833332963,0.883116511,0.744114747,0.595565252,0.419240019,0.314555339,0.407064274,0.616875028,0.164248149,0.586725917,0.182688997,0.842310887,0.761100796,0.445060913,0.649776165,0.067970095,0.067506006,0.521457876,0.062554254,0.315493046,0.399426498,0.192998927,0.55012223,11.62634672
0.375185933,0.615137438,0.943894261,0.240335812,0.80713364,0.013924431,0.385572491,0.685246326,0.326611554,0.27257723,0.449654055,0.747195589,0.115599977,0.520090055,0.255752655,0.160010166,0.407047973,0.073414388,0.507756075,0.498600103,0.210524828,0.434666364,0.728504977,0.299893549,0.591293558,0.410612101,0.651139941,0.053087952,0.57494721,0.435243781,0.139116984,0.572868161,0.1894199,0.440072015,0.308608852,0.440719669,0.834471628,0.86275648,0.153904868,0.460821073,0.204765131,0.036028511,0.336364514,0.554250325,0.409476766,0.297301692,0.152972478,0.120763557,0.894715676,0.472560522,0.241482982,0.431104425,0.987001873,0.238504787,0.023152728,0.44635512,0.737326686,0.099888435,0.270761906,0.636648564,0.857924149,0.296762025,0.88295985,0.062378652,0.790207573,0.615027348,0.519900749,0.264811058,0.501284974,0.801518803,0.155751462,0.809596705,0.797029579,0.024477135,0.512663513,0.018160494,0.66524825,0.829421097,0.760953157,0.246033882,0.51753931,0.589531914,0.386223109,0.014085598,0.56114826,0.990929637,0.918052068,0.442207824,0.213273067,0.352751021,0.983487963,0.036922695,0.95252792,0.968911032,0.244797802,0.730161572,0.888042303,0.559734995,0.396373507,0.434741468,17.85819332
0.520217324,0.150393749,0.987982281,0.811254672,0.368797967,0.916007163,0.026793198,0.393417193,0.316673951,0.54930962,0.916130671,0.60991177,0.857753929,0.047207663,0.135136493,0.069755724,0.173790853,0.094040192,0.165824836,0.961321717,0.080797046,0.374141457,0.999954732,0.817546908,0.773463155,0.935348043,0.157920316,0.161881957,0.888533185,0.626648094,0.375278303,0.524874435,0.506801829,0.547240224,0.747084914,0.559095093,0.556761363,0.754977611,0.875374458,0.660376412,0.057197376,0.043706504,0.126689206,0.116123021,0.918985876,0.798610209,0.949249078,0.62791416,0.853138717,0.976773881,0.529204312,0.564272683,0.654173097,0.304240649,0.215498319,0.996280013,0.354920723,0.998965928,0.106524188,0.112184995,0.709225335,0.841683948,0.938511753,0.928960416,0.032929601,0.082858543,0.274854709,0.38380801,0.310795519,0.980369793,0.294155339,0.431141803,0.79316138,0.532853258,0.293749891,0.862169591,0.666049452,0.525798359,0.394611753,0.821066231,0.280231555,0.504608937,0.725433182,0.066261591,0.117270594,0.531248973,0.115487955,0.166053393,0.519903207,0.19519342,0.867382901,0.528614431,0.792497783,0.575075381,0.936587326,0.121115873,0.841721978,0.613188375,0.314355807,0.701512294,15.00543294
0.730117253,0.829357294,0.135596356,0.425846536,0.036558835,0.225569152,0.745743699,0.071713893,0.996665642,0.359490809,0.764283752,0.615992135,0.559538099,0.298490711,0.518121772,0.163443258,0.173652274,0.409450062,0.553592712,0.810261982,0.711398479,0.596932023,0.357151219,0.646057592,0.483618398,0.670651258,0.281178748,0.09186783,0.646060504,0.023287338,0.294147544,0.129191526,0.762306762,0.319397526,0.928741961,0.629443888,0.83039659,0.595718333,0.990108037,0.299735468,0.41125214,0.736067065,0.651207942,0.946019171,0.320599036,0.497602395,0.537454664,0.320288143,0.750885535,0.955153971,0.699277566,0.887613425,0.273660643,0.515973275,0.97301185,0.121472947,0.57055798,0.043665423,0.163326827,0.403440936,0.803224208,0.395978112,0.722440496,0.707980575,0.838094713,0.350693681,0.81000888,0.130252629,0.042693105,0.050376482,0.990639789,0.02613917,0.971387092,0.371668587,0.046691219,0.174213574,0.365476713,0.722073158,0.303502647,0.40160086,0.537829492,0.092752647,0.978450873,0.731815278,0.77716887,0.112641193,0.129371909,0.957300108,0.046187543,0.888850154,0.173104583,0.979019062,0.552780036,0.704276215,0.171940535,0.866420056,0.600788281,0.51345363,0.668151956,0.966550318,15.24397029
0.114647922,0.444320116,0.718984319,0.15383348,0.588873488,0.770464491,0.775617425,0.342218084,0.556341769,0.454908611,0.343172691,0.305347782,0.421602533,0.990646564,0.903894915,0.566361899,0.132736892,0.90608429,0.032608403,0.185523521,0.001458411,0.608636148,0.210752807,0.749346257,0.741495791,0.308709916,0.265158006,0.538272222,0.984393785,0.132746982,0.760142906,0.515923521,0.069231984,0.646888158,0.275604116,0.052746243,0.892538149,0.953701247,0.461504408,0.243601528,0.131407562,0.316185223,0.02781525,0.58476925,0.501246974,0.931219248,0.613987393,0.441638145,0.707443153,0.193322034,0.586328312,0.165763099,0.243131386,0.856194248,0.955898114,0.240747198,0.017560562,0.211026421,0.584050789,0.144710097,0.744005074,0.878650805,0.636522068,0.562291652,0.810110176,0.448853786,0.225641091,0.236589297,0.695700631,0.433788036,0.193236303,0.959397939,0.501286098,0.710223956,0.499186093,0.303396125,0.395639433,0.974628226,0.342323146,0.776775907,0.297750099,0.515708955,0.33580658,0.65579366,0.402206379,0.133343254,0.567985194,0.632962586,0.936554609,0.255302712,0.179128283,0.33592822,0.459538243,0.015343462,0.770778243,0.356090791,0.311687067,0.183760221,0.353789831,0.064949997,6.758141425
0.282005004,0.85258504,0.686433709,0.981967909,0.042220931,0.614561052,0.197554446,0.888688307,0.829965063,0.510423165,0.699309808,0.87729627,0.351986742,0.729208552,0.863028558,0.870895967,0.094126711,0.146756165,0.516766909,0.212712363,0.713024543,0.671477843,0.210368602,0.785461247,0.20862445,0.935084267,0.038133695,0.509489335,0.046297905,0.515002251,0.972025947,0.88474142,0.187834488,0.544248683,0.127777909,0.26912733,0.142022427,0.325419126,0.584647978,0.122042991,0.721341026,0.636387395,0.90755711,0.252372471,0.960914806,0.149852657,0.604028033,0.11251026,0.172597588,0.545713323,0.812954906,0.633611494,0.1149418,0.982293669,0.654471405,0.897968786,0.704009269,0.965979306,0.60823287,0.882434255,0.299525967,0.240511547,0.83845026,0.078395946,0.965988204,0.770432895,0.057282293,0.732453657,0.449994076,0.534843836,0.04859406,0.753944297,0.117530288,0.74292369,0.778630424,0.332906419,0.781658887,0.463007474,0.71908481,0.612657242,0.440212698,0.786818646,0.849304991,0.843051948,0.687551128,0.333220229,0.206367879,0.419093144,0.772197914,0.983590957,0.354343606,0.291037662,0.807451991,0.998005708,0.100817101,0.495735429,0.583574055,0.418383504,0.363303823,0.854226417,18.33710238
0.272488496,0.157929432,0.443343194,0.66785254,0.712146133,0.659696824,0.53435777,0.027345843,0.563774995,0.749181344,0.409478814,0.477002659,0.064234971,0.614760831,0.258581922,0.161561838,0.368558881,0.852237059,0.853816249,0.864815298,0.653109921,0.953934518,0.382320868,0.889616013,0.503060602,0.725584855,0.899369086,0.241718735,0.197900214,0.421021293,0.831319433,0.774665687,0.866617518,0.519287147,0.209033505,0.962199267,0.157491192,0.98627827,0.040154766,0.075427103,0.558468289,0.448465582,0.019292822,0.44345654,0.184522749,0.261060826,0.923910504,0.134118826,0.141840839,0.37473982,0.402894058,0.185304988,0.879107544,0.527537032,0.440346766,0.836845259,0.046648357,0.121823056,0.806901721,0.594814017,0.645898665,0.249727013,0.500133455,0.443686188,0.543271817,0.015154534,0.032790747,0.674348253,0.264331643,0.3649108,0.824736758,0.324382753,0.824623773,0.863882062,0.157922418,0.119058745,0.702037315,0.951319172,0.711795829,0.085335851,0.281281692,0.691072199,0.769445646,0.347873216,0.138222723,0.187525979,0.506464777,0.068579185,0.931627743,0.512764523,0.055358469,0.571164378,0.351736794,0.889353804,0.547517688,0.816652399,0.44489318,0.460829285,0.563812693,0.573809697,11.49817518
